expr_id,labeled_text
385,"Un [O] sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] completo [B-EXCHAR] con [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] incógnitas. [B-ELEM] Las [O] incógnitas [B-ELEM] son [O] a [B-VAR] , [O] b [B-VAR] c [B-VAR] y [O] d. [B-VAR] Los [O] términos [B-ELEM] están [O] distribuidos [O] a [O] ambos [O] lados [O] de [O] las [O] igualdades [O]"
408,Sistema [B-EXTYPE] de [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] variables [B-ELEM] . [O]
443,Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM]
465,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE]
495,"Sist [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] incógnitas [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] y [O] d [B-VAR]"
495,sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] variables [B-ELEM] en [O] la [O] cual [O] no [B-ELCHAR] están [I-ELCHAR] ordenadas [I-ELCHAR] respectivamente [O] cada [O] una [O] de [O] ellas [O]
497,Un [O] sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] para [O] cuatro [B-ELCOUNT] incógnitas [B-ELEM]
546,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas [B-ELEM] usando [O] numeros [O] enteros [B-NSET] y [O] fracciones [B-NSET] , [O] positivos [B-ELCHAR] y [O] negativos [B-ELCHAR] como [O] coeficientes. [B-ELEM] Usando [O] "" [O] a [B-VAR] "" [O] , [O] "" [O] b [B-VAR] "" [O] , [O] "" [O] c [B-VAR] "" [O] y [O] "" [O] d [B-VAR] "" [O] como [O] incógnitas [B-ELEM]"
551,Sistema [B-EXTYPE] compuesto [O] por [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] lineales [B-ELCHAR] de [O] 4 [B-ELCOUNT] incognitas [B-ELEM]
552,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 4 [B-ELCOUNT] variables [B-ELEM] , [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] y [O] variables [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] y [O] d. [B-VAR] Las [O] ecuaciones [B-ELEM] estan [O] completas [B-ELCHAR] y [O] desordenadas [B-ELCHAR]"
11,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] el [O] mismo [O] está [O] desordenado [B-EXCHAR] pero [O] completo [B-EXCHAR]
12,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] seis [B-ATVAL] con [O] siete [B-ELCOUNT] términos [B-ELEM]
13,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] enteros [B-NSET]
17,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] todos [O] sus [O] coeficientes [B-ELEM] negativos [B-ELCHAR] y [O] enteros [B-NSET]"
20,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] con [O] dos [B-ELCOUNT] términos [B-ELEM]
20,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] uno [B-ATVAL] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR]
37,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] desordenado [B-EXCHAR]
61,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 8 [B-ATVAL] y [O] numeros [B-ELEM] enteros [B-NSET]
70,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR]
70,"Polinomio [B-EXTYPE] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR] de [O] sexto [B-ATVAL] grado [B-ATRIB] con [O] coeficientes [B-ELEM] enteros [B-NSET] negativos [B-ELCHAR]"
72,"Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] variable [B-ELEM] x [B-VAR] , [O] de [O] orden [B-ATRIB] 4 [B-ATVAL]"
100,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] de [O] 8 [B-ELCOUNT] terminos [B-ELEM]
100,"Polinomio [B-EXTYPE] de [O] coeficientes [B-ELEM] naturales [B-NSET] , [O] de [O] grado [B-ATRIB] 7 [B-ATVAL] , [O] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR] con [O] potencias [O] descendientes [O]"
111,"polinomio [B-EXTYPE] de [O] grado [B-ATRIB] uno [B-ATVAL] , [O] completo [B-EXCHAR] , [O] con [O] coeficientes [B-ELEM] enteros [B-NSET] y [O] negativos [B-ELCHAR]"
118,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] completo [B-EXCHAR] con [O] coeficiente [B-ELEM] principal [I-ELEM] -5 [B-ELVAL]
118,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 5 [B-ATVAL] de [O] 6 [B-ELCOUNT] terminos [B-ELEM]
135,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] con [O] 9 [B-ELCOUNT] términos [B-ELEM]"
145,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 1 [B-ATVAL]
155,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL]
175,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] completo [B-EXCHAR] , [O] dos [B-ELCOUNT] terminos [B-ELEM]"
175,Monomio [B-EXTYPE] con [O] coeficientes [B-ELEM] 39 [B-ELVAL]
176,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] seis [B-ATVAL] , [O] completo [B-EXCHAR] y [O] en [O] orden [B-ATRIB] descendiente [B-ATVAL]"
176,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR]
182,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] ocho. [B-ATVAL] Todos [O] sus [O] coeficientes [B-ELEM] son [O] negativos [B-ELCHAR] y [O] está [O] ordenado [B-EXCHAR] respecto [O] al [O] orden [O] de [O] sus [O] grados [O]
182,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] todos [O] los [O] coeficientes [B-ELEM] enteros [B-NSET] negativos [B-ELCHAR] y [O] pequeños. [B-ELCHAR] El [O] orden [B-ATRIB] del [O] polinomio [B-EXTYPE] es [O] ascendente [B-ATVAL] en [O] potencias [O]"
203,es [O] un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR] que [O] empieza [O] con [O] el [O] grado [O] más [O] bajo [O] ( [O] 0 [B-ELVAL] ) [O] y [O] termina [O] con [O] el [O] más [O] alto [O] ( [O] 8 [B-ELVAL] ) [O]
205,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR]
205,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] de [O] coeficientes [B-ELEM] positivos [B-ELCHAR] y [O] completo. [B-EXCHAR] Está [O] en [B-EXCHAR] orden [I-EXCHAR]
206,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR]
206,Un [O] polinomio [B-ELEM] de [O] 4to [B-ATVAL] grado [B-ATRIB] con [O] coeficientes [B-ELEM] enteros [B-NSET] negativos. [B-ELCHAR] Es [O] completo [B-EXCHAR] y [O] desordenado [B-EXCHAR]
241,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] , [O] variable=x [B-ELEM] , [O] ordenado [B-EXCHAR] de [O] menor [O] a [O] mayor [O]"
241,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR]
243,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] Coeficientes [B-ELEM] enteros [B-NSET] Termino [B-ELEM] Independiente=15 [I-ELEM]
243,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL]
260,"polinomio [B-EXTYPE] , [O] grado [B-ATRIB] 7 [B-ATVAL] , [O] completo [B-EXCHAR]"
314,Polinomios [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 6 [B-ATVAL] y [O] con [O] coeficientes [B-ELEM] enteros [B-NSET]
343,"Coef. [B-ELEM] Principal [I-ELEM] : [O] -37 [B-ELVAL] Esta [O] ordenado [B-EXCHAR] , [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 2 [B-ATVAL] Termino [B-ELEM] independiente [I-ELEM] : [O] 34 [B-ELVAL]"
343,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 2 [B-ATVAL]
350,"Polinomio [B-EXTYPE] de [O] tercer [B-ATVAL] grado [B-ATRIB] en [O] variable [B-ELEM] x [B-VAR] , [O] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR] en [O] forma [O] ascendente [O]"
358,"un [O] polinomio [B-EXTYPE] de [O] 7 [B-ELCOUNT] términos [B-ELEM] completo [B-EXCHAR] , [O] de [O] grado [B-ATRIB] 6 [B-ATVAL] siendo [O] las [O] constantes [B-ELEM] que [O] acompañan [O] a [O] las [O] variables [O] números [O] naturales [B-NSET]"
358,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR]
374,Polinomio [B-EXTYPE] de [O] cuarto [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR]
374,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] con [O] coeficientes [B-ELEM] enteros [B-NSET]"
406,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] cinco [B-ATVAL] , [O] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] enteros [B-NSET]"
410,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 2 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] primera [B-ELEM] componente [I-ELEM] negativa [B-ELCHAR] y [O] segunda [O] y [O] tercera [O] positiva [B-ELCHAR] . [O]"
422,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR]
426,Polinomio [B-EXTYPE] grado [B-ATRIB] 1 [B-ATVAL] completo [B-EXCHAR] con [O] indeterminada [B-ELEM] x [B-VAR]
433,"Polinomio [B-EXTYPE] lineal [B-EXCHAR] con [O] 2 [B-ELCOUNT] términos [B-ELEM] , [O] está [O] en [O] orden [B-ATRIB] descendiente [B-ATVAL]"
441,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] 2 [B-ELVAL]"
455,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] siete [B-ATVAL] , [O] completo [B-EXCHAR]"
456,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] con [O] 5 [B-ELCOUNT] terminos [B-ELEM]
464,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] , [O] con [O] coeficientes [B-ELEM] múltiplos [O] de [O] 4 [B-ELVAL]"
464,Polinomio [B-EXTYPE] con [O] coeficiente [B-ELEM] lineal [I-ELEM] 4 [B-ELVAL] e [O] independiente [B-ELEM] 16 [B-ELVAL]
500,Un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] desordenado [B-EXCHAR]
513,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] siete [B-ATVAL] , [O] de [O] ocho [B-ELCOUNT] terminos [B-ELEM]"
535,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] incompleto [B-EXCHAR]
553,"Polinomio [B-EXTYPE] de [O] quinto [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] ordenado [B-EXCHAR] en [O] forma [O] descendente [O] con [O] coeficientes [B-ELEM] positivos [B-ELCHAR] naturales [B-NSET]"
25,"Polinimio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] , [O] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] negativos. [B-ELCHAR] El [O] orden [B-ATRIB] de [O] las [O] potencias [O] es [O] ascendente [B-ATVAL]"
34,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] cuatro [B-ATVAL] ordenado [B-EXCHAR] de [O] forma [O] descendente [O]
136,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 4 [B-ATVAL] y [O] con [O] 5 [B-ELCOUNT] términos [B-ELEM]
138,"Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL] , [O] con [O] 4 [B-ELCOUNT] términos [B-ELEM]"
141,polinomio [B-ATVAL] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] y [O] de [O] grado [B-ATRIB] 6 [B-ATVAL]
159,"polinomio [B-EXTYPE] de [O] grado [B-ATRIB] seis [B-ATVAL] , [O] completo [B-EXCHAR] ordenado [B-EXCHAR] , [O] de [O] siete [B-ELCOUNT] términos [B-ELEM] , [O] una [B-ELCOUNT] variable [B-ELEM] y [O] coeficientes [B-ELEM] fraccionarios [B-NSET]"
172,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] completo [B-EXCHAR] y [O] desordenado. [B-EXCHAR] Tiene [O] todos [O] sus [O] coeficientes [B-ELEM] fraccionarios [B-NSET] y [O] negativos [B-ELCHAR]
172,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL]
188,Polinomio [B-EXTYPE] lineal [B-EXCHAR] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET]
188,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] completo [B-EXCHAR]
224,es [O] un [O] polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 1 [B-ATVAL] con [O] coeficiente [B-ELEM] principal [I-ELEM] 6 [B-ELVAL] / [I-ELVAL] 13 [I-ELVAL] y [O] termino [B-ELEM] independiente [I-ELEM] 14 [B-ELVAL] / [I-ELVAL] 3 [I-ELVAL]
224,Un [O] polinomio [B-EXTYPE] lineal [B-EXCHAR] completo [B-EXCHAR] de [O] coeficientes [B-ELEM] fraccionarios [B-NSET]
231,"Polinomio [B-EXTYPE] de [O] números [B-ELEM] fraccionarios [B-NSET] , [O] de [O] grado [B-ATRIB] 2 [B-ATVAL] y [O] completo. [B-EXCHAR] El [O] coeficiente [B-ELEM] principal [I-ELEM] es [O] negativo [B-ELCHAR] , [O] el [O] coeficiente [B-ELEM] lineal [I-ELEM] es [O] positivo [B-ELEM] y [O] tambien [O] el [O] coeficiente [B-ELEM] independiente [I-ELEM]"
231,polinomio [B-EXTYPE] grado [B-ATRIB] 2 [B-ATVAL]
239,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 5 [B-ATVAL]
239,Polinomio [B-EXTYPE] en [O] orden [B-ATRIB] ascendente [B-ATVAL] de [O] potencias [O] de [O] quinto [B-ATVAL] grado [B-ATRIB] con [O] valores [O] fraccionarios [B-NSET]
272,polinomio [B-EXTYPE] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] racionales [B-NSET]
272,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] , [O] sin [B-EXCHAR] orden [I-EXCHAR] y [O] con [O] todos [O] sus [O] coeficientes [B-ELEM] fraccionarios [B-NSET] negativos [B-ELCHAR]"
294,"Polinomio [B-EXTYPE] grado [B-ATRIB] 8 [B-ATVAL] , [O] completo [B-EXCHAR]"
294,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-EXCHAR] de [O] 9 [B-ELCOUNT] términos [B-ELEM]
326,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL]
337,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL]
345,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL] con [O] 4 [B-ELCOUNT] términos [B-ELEM]
351,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] completo [B-EXCHAR] con [O] variable [B-ELEM] x [B-VAR]
351,"un [O] polinomio [B-EXTYPE] de [O] 4 [B-ELCOUNT] términos [B-ELEM] , [O] de [O] grado [B-ATRIB] 3 [B-ATVAL] completo [B-EXCHAR] y [O] con [O] constantes [B-ELEM] negativas [B-ELCHAR]"
354,"un [O] polinomio [B-EXTYPE] de [O] 7 [B-ELCOUNT] términos [B-ELEM] , [O] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] ordenado [B-EXCHAR] , [O] con [O] constantes [B-ELEM] racionales [B-NSET]"
354,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR] con [O] variable [B-ELEM] x [B-VAR]
363,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] seis [B-ATVAL] completo [B-EXCHAR]
363,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] ordenado [B-EXCHAR] , [O] todos [O] los [O] coeficientes [B-ELEM] de [O] signo [O] negativo [B-ELCHAR] y [O] fraccionarios [B-NSET]"
365,Polinomio [B-EXTYPE] grado [B-ATRIB] ocho [B-ATVAL] ordenado [B-EXCHAR] de [O] menor [O] a [O] mayor [O] potencia [O]
365,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] ocho [B-ATVAL]
378,"Un [O] polinomio [B-EXTYPE] cuadrático [B-EXCHAR] de [O] coeficientes [B-ELEM] fraccionarios [B-NSET] completo. [B-EXCHAR] 15 [B-ELVAL] / [I-ELVAL] 16 [I-ELVAL] es [O] el [O] coeficiente [B-ELEM] principal [I-ELEM] , [O] -20 [B-ELVAL] / [I-ELVAL] 15 [I-ELVAL] el [O] lineal [B-ELEM] y [O] 4 [B-ELVAL] / [I-ELVAL] 18 [I-ELVAL] el [O] independiente [B-ELEM]"
378,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 2 [B-ATVAL] , [O] contiene [O] 3 [B-ELCOUNT] términos [B-ELEM] y [O] está [O] completo [B-EXCHAR]"
379,"Polinomio [B-EXTYPE] de [O] dos [B-ELCOUNT] términos [B-ELEM] , [O] con [O] maximo [B-ELEM] exponente [I-ELEM] 1 [B-ELVAL]"
379,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] , [O] tiene [O] 2 [B-ELCOUNT] términos [B-ELEM] y [O] contiene [O] variable [B-ELEM] x [B-VAR]"
391,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR]
409,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 2 [B-ATVAL] de [O] 3 [B-ELCOUNT] terminos. [B-ELEM] Su [O] coeficiente [B-ELEM] principal [I-ELEM] es [O] 2 [B-ELVAL] / [I-ELVAL] 13 [I-ELVAL] . [O]
411,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] completo [B-EXCHAR]
427,"binomio [B-EXTYPE] , [O] grado [B-ATRIB] 1 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] coeficiente [B-ELEM] principal [I-ELEM] -1 [B-ELVAL] / [I-ELVAL] 4 [I-ELVAL]"
440,Polinomio [B-EXTYPE] grado [B-ATRIB] 7 [B-ATVAL] ordendo [B-EXCHAR] de [O] forma [O] de [O] grado [B-ATRIB] decreciente [B-ATVAL]
440,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL]
448,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] 8 [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] ( [O] 4 [B-ELVAL] / [I-ELVAL] 3 [I-ELVAL] ) [O] , [O] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] desordenados [B-ELCHAR] . [O]"
452,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] uno [B-ATVAL] , [O] completo [B-EXCHAR] y [O] variable [B-ELEM] x [B-VAR]"
460,expresion [B-EXTYPE] polinomica [I-EXTYPE] de [O] grado [B-ATRIB] 5 [B-EXCHAR] con [O] 6 [B-ELCOUNT] terminos [B-ELEM]
471,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 7 [B-ATVAL]
473,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL]
493,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL]
505,"Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] con [O] variable [B-ELEM] x [B-VAR] , [O] desordenado [B-EXCHAR] , [O] con [O] coeficientes [B-ELEM] fraccionario [B-NSET] . [O]"
505,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR]
515,Coeficiente [B-ELEM] mayor [I-ELEM] grado [O] 10 [B-ELVAL] / [I-ELVAL] 11 [I-ELVAL] Grado [B-ATRIB] de [O] polinomio [B-EXTYPE] 6 [B-ATVAL]
542,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR] con [O] todos [O] sus [O] coeficientes [B-ELEM] fraccionarios [B-NSET] y [O] negativos [B-ELCHAR]"
543,"Polinomio [B-EXTYPE] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] , [O] completo [B-EXCHAR] de [O] grado [B-ATRIB] 4 [B-ATVAL]"
556,"Polinomio [B-EXTYPE] ordenado [B-EXCHAR] de [O] forma [O] decreciente [O] con [O] todas [O] fracciones [B-NSET] como [O] coeficientes. [B-ELEM] Está [O] completo [B-EXCHAR] , [O] de [O] grado [B-ATRIB] 8 [B-ATVAL]"
556,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] , [O] con [O] signos [B-EXCHAR] mixtos [I-EXCHAR] y [O] en [O] orden [B-ATRIB] descendente [B-ATVAL]"
10,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] dos [B-ATVAL] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR]
10,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 2 [B-ATVAL] completo [B-EXCHAR] ordenado [B-EXCHAR] de [O] 3 [B-ELCOUNT] terminos [B-ELEM] con [O] coeficientes [B-ELEM] decimales [B-NSET]
32,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] ordenado [B-EXCHAR]
51,Un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo. [B-EXCHAR] Los [O] coeficientes [B-ELEM] son [O] reales [B-NSET] con [O] un [B-ELCOUNT] decimal [B-NSET] . [O]
51,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL]
68,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] completo [B-EXCHAR]
79,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 3 [B-ATVAL]
79,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 4 [B-ATVAL] con [O] coeficientes [B-ELEM] decimales [B-NSET] positivos. [B-ELCHAR] Los [O] terminos [B-ELEM] no [B-ELCHAR] estan [I-ELCHAR] ordenados [I-ELCHAR]
90,"Polinimio [B-EXTYPE] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR] de [O] grado [B-ATRIB] 6 [B-ATVAL] con [O] coeficientes [B-ELEM] decimales [B-NSET]"
126,"Polinomio [B-EXTYPE] de [O] coeficientes [B-ELEM] positivos [B-ELCHAR] decimales [B-NSET] , [O] completo [B-EXCHAR] y [O] de [O] grado [B-ATRIB] 5. [B-ATVAL] Esta [O] ordenado [B-EXCHAR] de [O] mayor [O] a [O] menor [O]"
126,Es [O] un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] cinco [B-ATVAL] completo [B-EXCHAR]
137,"Una [O] expresión [B-EXTYPE] polinomica [I-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] 38.3 [B-ELVAL] , [O] coeficiente [B-ELEM] de [I-ELEM] grado [I-ELEM] 3 [I-ELEM] de [O] 1.5 [B-ELVAL] , [O] coeficiente [B-ELEM] de [I-ELEM] grado [I-ELEM] 2 [I-ELEM] de [O] 6.3 [B-ELVAL] , [O] coeficiente [B-ELEM] grado [I-ELEM] 1 [I-ELEM] de [O] 13.1 [B-ELVAL] y [O] termino [B-ELEM] independiente [I-ELEM] de [O] 4 [B-ELVAL]"
154,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL]
154,"polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] con [O] todos [O] sus [O] términos [B-ELEM] , [O] con [O] coeficientes [B-ELEM] racionales [B-NSET] expresados [O] como [O] números [O] con [O] coma [O]"
157,"Es [O] el [O] opuesto [O] a [O] un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] , [O] compuesto [O] por [O] 6 [B-ELCOUNT] términos [B-ELEM] dónde [O] los [O] coeficientes [B-ELEM] son [O] números [O] racionales [B-NSET]"
181,Polinomio [B-EXTYPE] cuadrático [B-EXCHAR] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] decimales. [B-NSET] Está [O] en [O] orden [B-ATRIB] creciente [B-ATVAL]
193,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] decimales [B-NSET] negativos. [B-ELCHAR] Ordenado [B-EXCHAR] de [O] forma [O] descendiente [O]
193,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 7 [B-ATVAL] con [O] todos [O] sus [O] coeficientes [B-ELEM] decimales [B-NSET] negativos. [B-ELCHAR] El [O] polinomio [B-EXTYPE] está [O] ordenado [B-EXCHAR] en [O] orden [B-ATRIB] descendente [B-ATVAL]
