expr_id,input,target,description,tree_expr,pseudolatex,latex_expr
244,generar lista: sistema de dos ecuaciones y 3 incognitas,CASES EQ SUM MUL VN x E MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN z E MUL VN y E NEG MUL VF x E E VN E,sistema de dos ecuaciones y 3 incognitas,CASES EQ SUM MUL VN x E MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN z E MUL VN y E NEG MUL VF x E E VN E,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases},\begin{cases} 23.x + 42.y + 33.z = \frac{13}{14} \\- 7.z + 11.y - \frac{3}{4}.x = 26 \end{cases}
244,generar lista: Sistema de 2 ecuaciones con 3 incognitas,CASES EQ SUM MUL VN x E MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN z E MUL VN y E NEG MUL VF x E E VN E,Sistema de 2 ecuaciones con 3 incognitas,CASES EQ SUM MUL VN x E MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN z E MUL VN y E NEG MUL VF x E E VN E,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases},\begin{cases} 23.x + 42.y + 33.z = \frac{13}{14} \\- 7.z + 11.y - \frac{3}{4}.x = 26 \end{cases}
274,"generar lista: sistema de tres ecuaciones con 3 variables (x,y,z) compuesto de coeficientes enteros y fraccionarios",CASES EQ SUM NEG MUL VF y E NEG MUL VN z E MUL VN x E E 0 EQ SUM NEG MUL VF y E MUL VN z E NEG MUL VF x E E 0 EQ SUM MUL VF y E NEG MUL VF z E NEG MUL VN x E E 0 E,"sistema de tres ecuaciones con 3 variables (x,y,z) compuesto de coeficientes enteros y fraccionarios",CASES EQ SUM NEG MUL VF y E NEG MUL VN z E MUL VN x E E 0 EQ SUM NEG MUL VF y E MUL VN z E NEG MUL VF x E E 0 EQ SUM MUL VF y E NEG MUL VF z E NEG MUL VN x E E 0 E,\begin{cases} - VF.y - VN.z + VN.x = 0 \\- VF.y + VN.z - VF.x = 0 \\VF.y - VF.z - VN.x = 0 \end{cases},\begin{cases} - \frac{8}{6}.y - 21.z + 49.x = 0 \\- \frac{5}{8}.y + 8.z - .x = 0 \\\frac{9}{8}.y - \frac{11}{15}.z - 12.x = 0 \end{cases}
298,generar lista: Sistema de ecuaciones de tres variables,CASES EQ SUM NEG MUL VF z E NEG MUL VN x E NEG MUL VN y E E 0 EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM NEG MUL VN z E NEG MUL VF x E NEG MUL VN y E E 0 E,Sistema de ecuaciones de tres variables,CASES EQ SUM NEG MUL VF z E NEG MUL VN x E NEG MUL VN y E E 0 EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM NEG MUL VN z E NEG MUL VF x E NEG MUL VN y E E 0 E,\begin{cases} - VF.z - VN.x - VN.y = 0 \\- VF.z - VF.x + VF.y = 0 \\- VN.z - VF.x - VN.y = 0 \end{cases},\begin{cases} - \frac{12}{14}.z - 46.x - 48.y = 0 \\- \frac{6}{14}.z - \frac{11}{9}.x + \frac{5}{13}.y = 0 \\- 26.z - \frac{2}{13}.x - 16.y = 0 \end{cases}
304,generar lista: sistema homogeneo de 3 ecuaciones de con 3 incógnitas,CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VN x E E 0 E,sistema homogeneo de 3 ecuaciones de con 3 incógnitas,CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VN x E E 0 E,\begin{cases} - VF.z - VF.x + VF.y = 0 \\VN.z + VF.x - VN.y = 0 \\- VN.y - VF.z + VN.x = 0 \end{cases},\begin{cases} - \frac{12}{13}.z - \frac{7}{5}.x + \frac{5}{12}.y = 0 \\44.z + \frac{1}{4}.x - 10.y = 0 \\- 34.y - \frac{2}{14}.z + 19.x = 0 \end{cases}
304,"generar lista: Es un sistema de ecuaciones, con 3 ecuaciones y 3 incógnitas que no esta ordenado en (x,y,z). las 3 igualadas a cero",CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VN x E E 0 E,"Es un sistema de ecuaciones, con 3 ecuaciones y 3 incógnitas que no esta ordenado en (x,y,z). las 3 igualadas a cero",CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VN x E E 0 E,\begin{cases} - VF.z - VF.x + VF.y = 0 \\VN.z + VF.x - VN.y = 0 \\- VN.y - VF.z + VN.x = 0 \end{cases},\begin{cases} - \frac{12}{13}.z - \frac{7}{5}.x + \frac{5}{12}.y = 0 \\44.z + \frac{1}{4}.x - 10.y = 0 \\- 34.y - \frac{2}{14}.z + 19.x = 0 \end{cases}
322,generar lista: Sistema de ecuaciones lineales con tres variables y dos ecuaciones. La mayoria de los coeficientes son fracciones,CASES EQ SUM NEG MUL VF z E NEG MUL VN x E MUL VF y E E VF EQ SUM NEG MUL VF y E MUL VF x E NEG MUL VN z E E VF E,Sistema de ecuaciones lineales con tres variables y dos ecuaciones. La mayoria de los coeficientes son fracciones,CASES EQ SUM NEG MUL VF z E NEG MUL VN x E MUL VF y E E VF EQ SUM NEG MUL VF y E MUL VF x E NEG MUL VN z E E VF E,\begin{cases} - VF.z - VN.x + VF.y = VF \\- VF.y + VF.x - VN.z = VF \end{cases},\begin{cases} - \frac{6}{13}.z - 9.x + \frac{13}{13}.y = \frac{5}{10} \\- \frac{13}{1}.y + \frac{4}{2}.x - 41.z = \frac{5}{12} \end{cases}
336,generar lista: Sistema de 3 ecuaciones con 3 incógnitas de grado 1,CASES EQ SUM NEG MUL VN z E MUL VF y E MUL VF x E E 0 EQ SUM NEG MUL VF y E NEG MUL VF x E NEG MUL VN z E E 0 EQ SUM NEG MUL VN x E MUL VF y E NEG MUL VF z E E 0 E,Sistema de 3 ecuaciones con 3 incógnitas de grado 1,CASES EQ SUM NEG MUL VN z E MUL VF y E MUL VF x E E 0 EQ SUM NEG MUL VF y E NEG MUL VF x E NEG MUL VN z E E 0 EQ SUM NEG MUL VN x E MUL VF y E NEG MUL VF z E E 0 E,\begin{cases} - VN.z + VF.y + VF.x = 0 \\- VF.y - VF.x - VN.z = 0 \\- VN.x + VF.y - VF.z = 0 \end{cases},\begin{cases} - 1.z + \frac{8}{13}.y + \frac{7}{14}.x = 0 \\- \frac{11}{12}.y - \frac{13}{7}.x - 47.z = 0 \\- 37.x + \frac{4}{13}.y - \frac{1}{9}.z = 0 \end{cases}
366,"generar lista: Es un sistema de ecuaciones de 2 ecuaciones y 3 incógnitas, el cual constituye un sistema compatible indeterminado",CASES EQ SUM MUL VN z E E VF EQ SUM MUL VN z E MUL VF x E MUL VN y E E VN E,"Es un sistema de ecuaciones de 2 ecuaciones y 3 incógnitas, el cual constituye un sistema compatible indeterminado",CASES EQ SUM MUL VN z E E VF EQ SUM MUL VN z E MUL VF x E MUL VN y E E VN E,\begin{cases} VN.z = VF \\VN.z + VF.x + VN.y = VN \end{cases},\begin{cases} 36.z = \frac{12}{12} \\13.z + \frac{13}{1}.x + 13.y = 2 \end{cases}
366,"generar lista: Sistema de dos ecuaciones con 3 incógnitas x, y, z. La primer ecuación está incompleta con solo la variable z",CASES EQ SUM MUL VN z E E VF EQ SUM MUL VN z E MUL VF x E MUL VN y E E VN E,"Sistema de dos ecuaciones con 3 incógnitas x, y, z. La primer ecuación está incompleta con solo la variable z",CASES EQ SUM MUL VN z E E VF EQ SUM MUL VN z E MUL VF x E MUL VN y E E VN E,\begin{cases} VN.z = VF \\VN.z + VF.x + VN.y = VN \end{cases},\begin{cases} 36.z = \frac{12}{12} \\13.z + \frac{13}{1}.x + 13.y = 2 \end{cases}
387,generar lista: Sistema de tres ecuaciones. Una de ellas de tres variables y las dos restantes de dos variables o incógnitas.,CASES EQ VF SUM NEG MUL VN x E NEG MUL VN y E E EQ SUM MUL VN y E E SUM NEG MUL VF x E MUL VN z E VN E EQ VF SUM MUL VF x E MUL VN z E E E,Sistema de tres ecuaciones. Una de ellas de tres variables y las dos restantes de dos variables o incógnitas.,CASES EQ VF SUM NEG MUL VN x E NEG MUL VN y E E EQ SUM MUL VN y E E SUM NEG MUL VF x E MUL VN z E VN E EQ VF SUM MUL VF x E MUL VN z E E E,\begin{cases} VF = - VN.x - VN.y \\VN.y = - VF.x + VN.z + VN \\VF = VF.x + VN.z \end{cases},\begin{cases} \frac{5}{5} = - 38.x - 45.y \\37.y = - \frac{6}{4}.x + 34.z + 37 \\\frac{11}{11} = \frac{13}{5}.x + 32.z \end{cases}
403,generar lista: Sistema de ecuaciones con tres incógnitas,CASES EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VF x E E VF EQ SUM NEG MUL VF x E NEG MUL VN y E MUL VN z E E VN E,Sistema de ecuaciones con tres incógnitas,CASES EQ SUM NEG MUL VN y E NEG MUL VF z E MUL VF x E E VF EQ SUM NEG MUL VF x E NEG MUL VN y E MUL VN z E E VN E,\begin{cases} - VN.y - VF.z + VF.x = VF \\- VF.x - VN.y + VN.z = VN \end{cases},\begin{cases} - 22.y - \frac{13}{9}.z + \frac{1}{15}.x = \frac{14}{8} \\- \frac{3}{12}.x - 48.y + 17.z = 17 \end{cases}
424,"generar lista: Sistema de ecuaciones de 3 variables (x,y,z)",CASES EQ SUM NEG MUL VF x E NEG MUL VN z E NEG MUL VF y E E VF EQ SUM NEG MUL VN y E MUL VN z E NEG MUL VN x E E VN EQ SUM MUL VF x E NEG MUL VN y E MUL VF z E E VN E,"Sistema de ecuaciones de 3 variables (x,y,z)",CASES EQ SUM NEG MUL VF x E NEG MUL VN z E NEG MUL VF y E E VF EQ SUM NEG MUL VN y E MUL VN z E NEG MUL VN x E E VN EQ SUM MUL VF x E NEG MUL VN y E MUL VF z E E VN E,\begin{cases} - VF.x - VN.z - VF.y = VF \\- VN.y + VN.z - VN.x = VN \\VF.x - VN.y + VF.z = VN \end{cases},\begin{cases} - \frac{11}{8}.x - 11.z - \frac{9}{8}.y = \frac{5}{12} \\- 24.y + 21.z - 7.x = 40 \\\frac{1}{14}.x - 11.y + \frac{2}{13}.z = 30 \end{cases}
431,"generar lista: sistema de dos ecuaciones con tres variables (x,y,z) lineales",CASES EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E VN EQ SUM MUL VN z E MUL VN x E NEG MUL VF y E E VF E,"sistema de dos ecuaciones con tres variables (x,y,z) lineales",CASES EQ SUM MUL VN z E MUL VF x E NEG MUL VN y E E VN EQ SUM MUL VN z E MUL VN x E NEG MUL VF y E E VF E,\begin{cases} VN.z + VF.x - VN.y = VN \\VN.z + VN.x - VF.y = VF \end{cases},\begin{cases} 45.z + \frac{11}{2}.x - 36.y = 34 \\34.z + 2.x - \frac{10}{6}.y = \frac{13}{4} \end{cases}
449,generar lista: Sistema de ecuaciones con 3 ecuaciones y 3 incógnitas,CASES EQ SUM NEG MUL VF y E MUL VN x E NEG MUL VN z E E VF EQ SUM MUL VF y E NEG MUL VN x E MUL VN z E E VN EQ SUM NEG MUL VN y E NEG MUL VF x E MUL VN z E E VF E,Sistema de ecuaciones con 3 ecuaciones y 3 incógnitas,CASES EQ SUM NEG MUL VF y E MUL VN x E NEG MUL VN z E E VF EQ SUM MUL VF y E NEG MUL VN x E MUL VN z E E VN EQ SUM NEG MUL VN y E NEG MUL VF x E MUL VN z E E VF E,\begin{cases} - VF.y + VN.x - VN.z = VF \\VF.y - VN.x + VN.z = VN \\- VN.y - VF.x + VN.z = VF \end{cases},\begin{cases} - \frac{4}{3}.y + 3.x - 8.z = \frac{13}{2} \\\frac{12}{14}.y - 39.x + 10.z = 34 \\- 44.y - \frac{10}{6}.x + 3.z = \frac{12}{8} \end{cases}
449,generar lista: Sistema de tres ecuaciones con tres variables,CASES EQ SUM NEG MUL VF y E MUL VN x E NEG MUL VN z E E VF EQ SUM MUL VF y E NEG MUL VN x E MUL VN z E E VN EQ SUM NEG MUL VN y E NEG MUL VF x E MUL VN z E E VF E,Sistema de tres ecuaciones con tres variables,CASES EQ SUM NEG MUL VF y E MUL VN x E NEG MUL VN z E E VF EQ SUM MUL VF y E NEG MUL VN x E MUL VN z E E VN EQ SUM NEG MUL VN y E NEG MUL VF x E MUL VN z E E VF E,\begin{cases} - VF.y + VN.x - VN.z = VF \\VF.y - VN.x + VN.z = VN \\- VN.y - VF.x + VN.z = VF \end{cases},\begin{cases} - \frac{4}{3}.y + 3.x - 8.z = \frac{13}{2} \\\frac{12}{14}.y - 39.x + 10.z = 34 \\- 44.y - \frac{10}{6}.x + 3.z = \frac{12}{8} \end{cases}
454,generar lista: Sistema de ecuaciones homogeneo de tres variables de grado uno cada una con tres términos,CASES EQ SUM NEG MUL VN y E MUL VN z E MUL VF x E E 0 EQ SUM MUL VF y E NEG MUL VN z E MUL VN x E E 0 EQ SUM MUL VN y E MUL VF z E MUL VF x E E 0 E,Sistema de ecuaciones homogeneo de tres variables de grado uno cada una con tres términos,CASES EQ SUM NEG MUL VN y E MUL VN z E MUL VF x E E 0 EQ SUM MUL VF y E NEG MUL VN z E MUL VN x E E 0 EQ SUM MUL VN y E MUL VF z E MUL VF x E E 0 E,\begin{cases} - VN.y + VN.z + VF.x = 0 \\VF.y - VN.z + VN.x = 0 \\VN.y + VF.z + VF.x = 0 \end{cases},\begin{cases} - 20.y + 9.z + \frac{6}{1}.x = 0 \\\frac{5}{3}.y - 31.z + 45.x = 0 \\29.y + \frac{4}{1}.z + \frac{6}{12}.x = 0 \end{cases}
457,generar lista: sistema de ecuaciones con 3 incognitas. Es homogeneo,CASES EQ SUM MUL VF z E MUL VF y E NEG MUL VF x E E 0 EQ SUM MUL VF x E MUL VN y E NEG MUL VF z E E 0 EQ SUM MUL VN y E NEG MUL VF z E NEG MUL VF x E E 0 E,sistema de ecuaciones con 3 incognitas. Es homogeneo,CASES EQ SUM MUL VF z E MUL VF y E NEG MUL VF x E E 0 EQ SUM MUL VF x E MUL VN y E NEG MUL VF z E E 0 EQ SUM MUL VN y E NEG MUL VF z E NEG MUL VF x E E 0 E,\begin{cases} VF.z + VF.y - VF.x = 0 \\VF.x + VN.y - VF.z = 0 \\VN.y - VF.z - VF.x = 0 \end{cases},\begin{cases} \frac{3}{3}.z + \frac{14}{15}.y - \frac{1}{6}.x = 0 \\\frac{11}{14}.x + 20.y - \frac{5}{2}.z = 0 \\29.y - \frac{12}{15}.z - \frac{7}{9}.x = 0 \end{cases}
461,generar lista: Sistema de ecuaciones,CASES EQ SUM NEG MUL VF y E MUL VF z E E SUM NEG MUL VF x E VN E EQ SUM MUL VN z E E SUM MUL VN x E VF E EQ SUM NEG MUL VN x E E SUM MUL VN y E VN E E,Sistema de ecuaciones,CASES EQ SUM NEG MUL VF y E MUL VF z E E SUM NEG MUL VF x E VN E EQ SUM MUL VN z E E SUM MUL VN x E VF E EQ SUM NEG MUL VN x E E SUM MUL VN y E VN E E,\begin{cases} - VF.y + VF.z = - VF.x + VN \\VN.z = VN.x + VF \\- VN.x = VN.y + VN \end{cases},\begin{cases} - \frac{12}{10}.y + \frac{7}{6}.z = - \frac{10}{11}.x + 22 \\24.z = 43.x + \frac{2}{4} \\- 49.x = 25.y + 22 \end{cases}
488,"generar lista: Sistema de 3 ecuaciones con 3 variables (x,y,z) con todos sus coeficientes distintos de 0",CASES EQ SUM MUL VN z E MUL VN y E MUL VN x E E VF EQ SUM MUL VN y E MUL VF z E NEG MUL VF x E E VN EQ SUM MUL VN y E NEG MUL VF z E MUL VN x E E VF E,"Sistema de 3 ecuaciones con 3 variables (x,y,z) con todos sus coeficientes distintos de 0",CASES EQ SUM MUL VN z E MUL VN y E MUL VN x E E VF EQ SUM MUL VN y E MUL VF z E NEG MUL VF x E E VN EQ SUM MUL VN y E NEG MUL VF z E MUL VN x E E VF E,\begin{cases} VN.z + VN.y + VN.x = VF \\VN.y + VF.z - VF.x = VN \\VN.y - VF.z + VN.x = VF \end{cases},\begin{cases} 48.z + 30.y + 11.x = \frac{4}{7} \\31.y + \frac{7}{3}.z - \frac{7}{15}.x = 45 \\44.y - \frac{5}{10}.z + 3.x = \frac{9}{7} \end{cases}
490,generar lista: sistema de 3 ecuaciones con 2 incógnitas en cada una de ellas pero no necesariamente iguales entre sí las 3,CASES EQ SUM NEG MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN x E MUL VN y E E VN EQ SUM MUL VN y E NEG MUL VF z E E VN E,sistema de 3 ecuaciones con 2 incógnitas en cada una de ellas pero no necesariamente iguales entre sí las 3,CASES EQ SUM NEG MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN x E MUL VN y E E VN EQ SUM MUL VN y E NEG MUL VF z E E VN E,\begin{cases} - VN.y + VN.z = VF \\- VN.x + VN.y = VN \\VN.y - VF.z = VN \end{cases},\begin{cases} - 23.y + 42.z = \frac{6}{13} \\- 3.x + 43.y = 46 \\28.y - \frac{1}{6}.z = 37 \end{cases}
510,generar lista: Sistema de ecuaciones con 3 variables,CASES EQ SUM MUL VF y E MUL VF z E NEG MUL VF x E E VF EQ SUM MUL VF z E NEG MUL VF y E NEG MUL VF x E E VF E,Sistema de ecuaciones con 3 variables,CASES EQ SUM MUL VF y E MUL VF z E NEG MUL VF x E E VF EQ SUM MUL VF z E NEG MUL VF y E NEG MUL VF x E E VF E,\begin{cases} VF.y + VF.z - VF.x = VF \\VF.z - VF.y - VF.x = VF \end{cases},\begin{cases} \frac{5}{10}.y + \frac{3}{8}.z - \frac{9}{10}.x = \frac{7}{15} \\\frac{13}{7}.z - \frac{14}{9}.y - \frac{11}{8}.x = \frac{10}{7} \end{cases}
526,"generar lista: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y 4 terminos",CASES EQ SUM MUL VF x E E VN EQ SUM MUL VF x E MUL VN z E MUL VF y E E VF E,"Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y 4 terminos",CASES EQ SUM MUL VF x E E VN EQ SUM MUL VF x E MUL VN z E MUL VF y E E VF E,\begin{cases} VF.x = VN \\VF.x + VN.z + VF.y = VF \end{cases},\begin{cases} \frac{10}{8}.x = 22 \\\frac{15}{5}.x + 37.z + \frac{15}{4}.y = \frac{2}{9} \end{cases}
540,generar lista: Sistema de 3 ecuaciones con 3 variables. Las dos primeras ecuaciones están incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E,Sistema de 3 ecuaciones con 3 variables. Las dos primeras ecuaciones están incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E,\begin{cases} - VF.y - VF.z = VN \\VN.y = VF \\- VF.x + VF.z + VF.y = VN \end{cases},\begin{cases} - \frac{1}{6}.y - \frac{7}{9}.z = 38 \\5.y = \frac{1}{7} \\- \frac{14}{4}.x + \frac{9}{1}.z + \frac{15}{6}.y = 49 \end{cases}
540,generar lista: Sistema de ecuaciones de 3 incógnitas y 3 ecuaciones incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E,Sistema de ecuaciones de 3 incógnitas y 3 ecuaciones incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E,\begin{cases} - VF.y - VF.z = VN \\VN.y = VF \\- VF.x + VF.z + VF.y = VN \end{cases},\begin{cases} - \frac{1}{6}.y - \frac{7}{9}.z = 38 \\5.y = \frac{1}{7} \\- \frac{14}{4}.x + \frac{9}{1}.z + \frac{15}{6}.y = 49 \end{cases}
554,generar lista: Sistema de 3 ecuaciones con 3 incógnitas incompleto. Algunos coeficientes son fraccionarios,CASES EQ SUM MUL VF x E MUL VF z E E VN EQ SUM MUL VN y E NEG MUL VN z E E VF EQ SUM NEG MUL VF z E E VN E,Sistema de 3 ecuaciones con 3 incógnitas incompleto. Algunos coeficientes son fraccionarios,CASES EQ SUM MUL VF x E MUL VF z E E VN EQ SUM MUL VN y E NEG MUL VN z E E VF EQ SUM NEG MUL VF z E E VN E,\begin{cases} VF.x + VF.z = VN \\VN.y - VN.z = VF \\- VF.z = VN \end{cases},\begin{cases} \frac{14}{2}.x + \frac{8}{6}.z = 18 \\16.y - 34.z = \frac{10}{5} \\- \frac{3}{12}.z = 15 \end{cases}
6,"generar lista: sistema de ecuaciones de 4 variables y 3 ecuaciones, no homogeneo con coeficientes reales y fraccionarios",CASES EQ SUM MUL VN d E MUL VF a E MUL VF b E MUL VF c E E VN EQ SUM NEG MUL VN a E NEG MUL VN d E MUL VF c E MUL VN b E E VN EQ SUM MUL VN a E MUL VN b E MUL VN d E MUL VN c E E VN E,"sistema de ecuaciones de 4 variables y 3 ecuaciones, no homogeneo con coeficientes reales y fraccionarios",CASES EQ SUM MUL VN d E MUL VF a E MUL VF b E MUL VF c E E VN EQ SUM NEG MUL VN a E NEG MUL VN d E MUL VF c E MUL VN b E E VN EQ SUM MUL VN a E MUL VN b E MUL VN d E MUL VN c E E VN E,\begin{cases} VN.d + VF.a + VF.b + VF.c = VN \\- VN.a - VN.d + VF.c + VN.b = VN \\VN.a + VN.b + VN.d + VN.c = VN \end{cases},\begin{cases} 16.d + \frac{11}{6}.a + \frac{15}{14}.b + \frac{6}{2}.c = 29 \\- 2.a - 28.d + \frac{4}{5}.c + 19.b = 11 \\42.a + 30.b + 49.d + 44.c = 42 \end{cases}
6,"generar lista: Sistema de ecuaciones de 3x4. Variables: d, a, b, c Ecuaciones igualadas a 29, 11, 42 respectivamente  Orden de variables en cada ecuación:   d, a, b, c = 29 a, d, c, b = 11 a, b, d, c = 42",CASES EQ SUM MUL VN d E MUL VF a E MUL VF b E MUL VF c E E 29 EQ SUM NEG MUL 29 a E NEG MUL VN d E MUL VF c E MUL VN b E E 11 EQ SUM MUL VN a E MUL VN b E MUL VN d E MUL VN c E E 42 E,"Sistema de ecuaciones de 3x4. Variables: d, a, b, c Ecuaciones igualadas a 29, 11, 42 respectivamente  Orden de variables en cada ecuación:   d, a, b, c = 29 a, d, c, b = 11 a, b, d, c = 42",CASES EQ SUM MUL VN d E MUL VF a E MUL VF b E MUL VF c E E 29 EQ SUM NEG MUL 29 a E NEG MUL VN d E MUL VF c E MUL VN b E E 11 EQ SUM MUL VN a E MUL VN b E MUL VN d E MUL VN c E E 42 E,\begin{cases} VN.d + VF.a + VF.b + VF.c = VN \\- VN.a - VN.d + VF.c + VN.b = VN \\VN.a + VN.b + VN.d + VN.c = VN \end{cases},\begin{cases} 16.d + \frac{11}{6}.a + \frac{15}{14}.b + \frac{6}{2}.c = 29 \\- 2.a - 28.d + \frac{4}{5}.c + 19.b = 11 \\42.a + 30.b + 49.d + 44.c = 42 \end{cases}
14,generar lista: Sistema de 4 ecuaciones con 4 incognitas. No teniendo todas las incógnitas del mismo lado. Usando coeficientes fraccionarios positivos y negativos,CASES EQ SUM NEG MUL VN d E MUL VF b E E SUM MUL VF c E VN E EQ VF SUM NEG MUL VN a E MUL VN b E MUL VN c E E EQ SUM NEG MUL VF b E NEG MUL VN c E E SUM NEG MUL VN a E MUL VF d E VN E EQ SUM MUL VF b E E SUM NEG MUL VF a E NEG MUL VF d E VF E E,Sistema de 4 ecuaciones con 4 incognitas. No teniendo todas las incógnitas del mismo lado. Usando coeficientes fraccionarios positivos y negativos,CASES EQ SUM NEG MUL VN d E MUL VF b E E SUM MUL VF c E VN E EQ VF SUM NEG MUL VN a E MUL VN b E MUL VN c E E EQ SUM NEG MUL VF b E NEG MUL VN c E E SUM NEG MUL VN a E MUL VF d E VN E EQ SUM MUL VF b E E SUM NEG MUL VF a E NEG MUL VF d E VF E E,\begin{cases} - VN.d + VF.b = VF.c + VN \\VF = - VN.a + VN.b + VN.c \\- VF.b - VN.c = - VN.a + VF.d + VN \\VF.b = - VF.a - VF.d + VF \end{cases},\begin{cases} - 46.d + \frac{1}{2}.b = \frac{14}{13}.c + 31 \\\frac{2}{15} = - 17.a + 2.b + 46.c \\- \frac{5}{2}.b - 43.c = - 50.a + \frac{3}{14}.d + 18 \\\frac{15}{15}.b = - \frac{9}{8}.a - \frac{4}{4}.d + \frac{10}{10} \end{cases}
30,"generar lista: un sistema de ecuaciones de 4 ecuaciones y 4 incógnitas (es decir, de 4x4) donde varios coeficientes de las variables son números enteros",CASES EQ SUM NEG MUL VN b E MUL VN a E NEG MUL VN c E E SUM NEG MUL VN d E VN E EQ SUM NEG MUL VF b E MUL VF c E NEG MUL VN a E E SUM MUL VN d E VN E EQ SUM NEG MUL VN d E NEG MUL VF a E E SUM MUL VN c E MUL VF b E VF E EQ SUM MUL VF c E E SUM MUL VF d E NEG MUL VN a E MUL VF b E VN E E,"un sistema de ecuaciones de 4 ecuaciones y 4 incógnitas (es decir, de 4x4) donde varios coeficientes de las variables son números enteros",CASES EQ SUM NEG MUL VN b E MUL VN a E NEG MUL VN c E E SUM NEG MUL VN d E VN E EQ SUM NEG MUL VF b E MUL VF c E NEG MUL VN a E E SUM MUL VN d E VN E EQ SUM NEG MUL VN d E NEG MUL VF a E E SUM MUL VN c E MUL VF b E VF E EQ SUM MUL VF c E E SUM MUL VF d E NEG MUL VN a E MUL VF b E VN E E,\begin{cases} - VN.b + VN.a - VN.c = - VN.d + VN \\- VF.b + VF.c - VN.a = VN.d + VN \\- VN.d - VF.a = VN.c + VF.b + VF \\VF.c = VF.d - VN.a + VF.b + VN \end{cases},\begin{cases} - 49.b + 39.a - 44.c = - 1.d + 3 \\- \frac{9}{7}.b + \frac{10}{3}.c - 36.a = 12.d + 28 \\- 17.d - \frac{9}{15}.a = 47.c + \frac{6}{1}.b + \frac{9}{11} \\\frac{10}{8}.c = \frac{3}{7}.d - 14.a + \frac{8}{13}.b + 17 \end{cases}
49,generar lista: Sistema lineal de dos ecuaciones de cuatro variables con coeficientes fraccionarios.,CASES EQ SUM MUL VF c E MUL VN d E MUL VF a E MUL VN b E E VN EQ SUM MUL VF c E MUL VF d E NEG MUL VF a E NEG MUL VN b E E VN E,Sistema lineal de dos ecuaciones de cuatro variables con coeficientes fraccionarios.,CASES EQ SUM MUL VF c E MUL VN d E MUL VF a E MUL VN b E E VN EQ SUM MUL VF c E MUL VF d E NEG MUL VF a E NEG MUL VN b E E VN E,\begin{cases} VF.c + VN.d + VF.a + VN.b = VN \\VF.c + VF.d - VF.a - VN.b = VN \end{cases},\begin{cases} \frac{1}{10}.c + 7.d + \frac{6}{6}.a + 49.b = 33 \\\frac{9}{6}.c + \frac{13}{11}.d - \frac{9}{2}.a - 42.b = 1 \end{cases}
